Tweet,Sentiment,Casefolding,Cleansing,Tokenizing,Stopword,Stemming,Dataclean
Pengesahan RUU PDP diharapkan menyelesaikan permasalahan kebocoran data pribadi https://t.co/rmcOMmnGSo,positive,pengesahan ruu pdp diharapkan menyelesaikan permasalahan kebocoran data pribadi https://t.co/rmcommngso,pengesahan ruu pdp diharapkan menyelesaikan permasalahan kebocoran data pribadi ,"['pengesahan', 'ruu', 'pdp', 'diharapkan', 'menyelesaikan', 'permasalahan', 'kebocoran', 'data', 'pribadi']","['pengesahan', 'ruu', 'pdp', 'diharapkan', 'menyelesaikan', 'permasalahan', 'kebocoran', 'data', 'pribadi']","['kesah', 'ruu', 'pdp', 'harap', 'selesai', 'masalah', 'bocor', 'data', 'pribadi']",P e n g e s a h a n   R U U   P D P   d i h a r a p k a n   m e n y e l e s a i k a n   p e r m a s a l a h a n   k e b o c o r a n   d a t a   p r i b a d i   h t t p s : / / t . c o / r m c O M m n G S o
Apakah Anda optimis jika RUU Perlindungan Data Pribadi ini dapat menekan kebocoran data dan dapat melindungi data masyarakat? #MostPolling,positive,apakah anda optimis jika ruu perlindungan data pribadi ini dapat menekan kebocoran data dan dapat melindungi data masyarakat? #mostpolling,apakah anda optimis jika ruu perlindungan data pribadi ini dapat menekan kebocoran data dan dapat melindungi data masyarakat  mostpolling,"['apakah', 'anda', 'optimis', 'jika', 'ruu', 'perlindungan', 'data', 'pribadi', 'ini', 'dapat', 'menekan', 'kebocoran', 'data', 'dan', 'dapat', 'melindungi', 'data', 'masyarakat', 'mostpolling']","['optimis', 'ruu', 'perlindungan', 'data', 'pribadi', 'menekan', 'kebocoran', 'data', 'melindungi', 'data', 'masyarakat', 'mostpolling']","['optimis', 'ruu', 'lindung', 'data', 'pribadi', 'tekan', 'bocor', 'data', 'lindung', 'data', 'masyarakat', 'mostpolling']",A p a k a h   A n d a   o p t i m i s   j i k a   R U U   P e r l i n d u n g a n   D a t a   P r i b a d i   i n i   d a p a t   m e n e k a n   k e b o c o r a n   d a t a   d a n   d a p a t   m e l i n d u n g i   d a t a   m a s y a r a k a t ?   # M o s t P o l l i n g
"Beberapa waktu belakangan, rentetan kasus kebocoran data marak terjadi di tanah air. Salah satunya hacker bernama Bjorka. Dengan disahkannya RUU PDP, maka kasus kebocoran data semacam ini harusnya bisa lebih ditekan dan data masyarakat lebih terlindungi. #MostPolling",positive,"beberapa waktu belakangan, rentetan kasus kebocoran data marak terjadi di tanah air. salah satunya hacker bernama bjorka. dengan disahkannya ruu pdp, maka kasus kebocoran data semacam ini harusnya bisa lebih ditekan dan data masyarakat lebih terlindungi. #mostpolling",beberapa waktu belakangan  rentetan kasus kebocoran data marak terjadi di tanah air  salah satunya hacker bernama bjorka  dengan disahkannya ruu pdp  maka kasus kebocoran data semacam ini harusnya bisa lebih ditekan dan data masyarakat lebih terlindungi  mostpolling,"['beberapa', 'waktu', 'belakangan', 'rentetan', 'kasus', 'kebocoran', 'data', 'marak', 'terjadi', 'di', 'tanah', 'air', 'salah', 'satunya', 'hacker', 'bernama', 'bjorka', 'dengan', 'disahkannya', 'ruu', 'pdp', 'maka', 'kasus', 'kebocoran', 'data', 'semacam', 'ini', 'harusnya', 'bisa', 'lebih', 'ditekan', 'dan', 'data', 'masyarakat', 'lebih', 'terlindungi', 'mostpolling']","['rentetan', 'kebocoran', 'data', 'marak', 'tanah', 'air', 'salah', 'satunya', 'hacker', 'bernama', 'bjorka', 'disahkannya', 'ruu', 'pdp', 'kebocoran', 'data', 'ditekan', 'data', 'masyarakat', 'terlindungi', 'mostpolling']","['rentet', 'bocor', 'data', 'marak', 'tanah', 'air', 'salah', 'satu', 'hacker', 'nama', 'bjorka', 'sah', 'ruu', 'pdp', 'bocor', 'data', 'tekan', 'data', 'masyarakat', 'lindung', 'mostpolling']","B e b e r a p a   w a k t u   b e l a k a n g a n ,   r e n t e t a n   k a s u s   k e b o c o r a n   d a t a   m a r a k   t e r j a d i   d i   t a n a h   a i r .   S a l a h   s a t u n y a   h a c k e r   b e r n a m a   B j o r k a .   D e n g a n   d i s a h k a n n y a   R U U   P D P ,   m a k a   k a s u s   k e b o c o r a n   d a t a   s e m a c a m   i n i   h a r u s n y a   b i s a   l e b i h   d i t e k a n   d a n   d a t a   m a s y a r a k a t   l e b i h   t e r l i n d u n g i .   # M o s t P o l l i n g"
"Kemarin sore baru aja mulai lagi nontonin eaw episod 15.

Ceritain ttg kebocoran data. Kok agak beda sama rl di....

Baiklaa emang bisa nikmatin proses hukumnya ga di rl yaa. https://t.co/GdHmhFLNHB",positive,"kemarin sore baru aja mulai lagi nontonin eaw episod 15.

ceritain ttg kebocoran data. kok agak beda sama rl di....

baiklaa emang bisa nikmatin proses hukumnya ga di rl yaa. https://t.co/gdhmhflnhb",kemarin sore baru aja mulai lagi nontonin eaw episod   ceritain ttg kebocoran data  kok agak beda sama rl di     baiklaa emang bisa nikmatin proses hukumnya ga di rl yaa  ,"['kemarin', 'sore', 'baru', 'aja', 'mulai', 'lagi', 'nontonin', 'eaw', 'episod', 'ceritain', 'ttg', 'kebocoran', 'data', 'kok', 'agak', 'beda', 'sama', 'rl', 'di', 'baiklaa', 'emang', 'bisa', 'nikmatin', 'proses', 'hukumnya', 'ga', 'di', 'rl', 'yaa']","['kemarin', 'sore', 'nontonin', 'eaw', 'episod', 'ceritain', 'ttg', 'kebocoran', 'data', 'beda', 'rl', 'baiklaa', 'emang', 'nikmatin', 'proses', 'hukumnya', 'rl', 'yaa']","['kemarin', 'sore', 'nontonin', 'eaw', 'episod', 'ceritain', 'ttg', 'bocor', 'data', 'beda', 'rl', 'baiklaa', 'emang', 'nikmatin', 'proses', 'hukum', 'rl', 'yaa']","K e m a r i n   s o r e   b a r u   a j a   m u l a i   l a g i   n o n t o n i n   e a w   e p i s o d   1 5 . 
 
 C e r i t a i n   t t g   k e b o c o r a n   d a t a .   K o k   a g a k   b e d a   s a m a   r l   d i . . . . 
 
 B a i k l a a   e m a n g   b i s a   n i k m a t i n   p r o s e s   h u k u m n y a   g a   d i   r l   y a a .   h t t p s : / / t . c o / G d H m h F L N H B"
Data aman gag ad kebocoran data Data aman gag ad kebocoran data Data aman gag ad kebocoran data Data aman gag ad kebocoran data https://t.co/HbOHakICsv,positive,data aman gag ad kebocoran data data aman gag ad kebocoran data data aman gag ad kebocoran data data aman gag ad kebocoran data https://t.co/hbohakicsv,data aman gag ad kebocoran data data aman gag ad kebocoran data data aman gag ad kebocoran data data aman gag ad kebocoran data ,"['data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data']","['data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data', 'data', 'aman', 'gag', 'ad', 'kebocoran', 'data']","['data', 'aman', 'gag', 'ad', 'bocor', 'data', 'data', 'aman', 'gag', 'ad', 'bocor', 'data', 'data', 'aman', 'gag', 'ad', 'bocor', 'data', 'data', 'aman', 'gag', 'ad', 'bocor', 'data']",D a t a   a m a n   g a g   a d   k e b o c o r a n   d a t a   D a t a   a m a n   g a g   a d   k e b o c o r a n   d a t a   D a t a   a m a n   g a g   a d   k e b o c o r a n   d a t a   D a t a   a m a n   g a g   a d   k e b o c o r a n   d a t a   h t t p s : / / t . c o / H b O H a k I C s v
Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data https://t.co/RJX4ca3OJT,positive,data aman tidk ad kebocoran data data aman tidk ad kebocoran data data aman tidk ad kebocoran data data aman tidk ad kebocoran data https://t.co/rjx4ca3ojt,data aman tidk ad kebocoran data data aman tidk ad kebocoran data data aman tidk ad kebocoran data data aman tidk ad kebocoran data ,"['data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data']","['data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data']","['data', 'aman', 'tidk', 'ad', 'bocor', 'data', 'data', 'aman', 'tidk', 'ad', 'bocor', 'data', 'data', 'aman', 'tidk', 'ad', 'bocor', 'data', 'data', 'aman', 'tidk', 'ad', 'bocor', 'data']",D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a   D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a   D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a   D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a   h t t p s : / / t . c o / R J X 4 c a 3 O J T
"Ini Solusi Jika Kebocoran Data
Selengkapnya klik https://t.co/Dus1bjrsZs",positive,"ini solusi jika kebocoran data
selengkapnya klik https://t.co/dus1bjrszs",ini solusi jika kebocoran data selengkapnya klik ,"['ini', 'solusi', 'jika', 'kebocoran', 'data', 'selengkapnya', 'klik']","['solusi', 'kebocoran', 'data', 'selengkapnya', 'klik']","['solusi', 'bocor', 'data', 'lengkap', 'klik']","I n i   S o l u s i   J i k a   K e b o c o r a n   D a t a 
 S e l e n g k a p n y a   k l i k   h t t p s : / / t . c o / D u s 1 b j r s Z s"
"@UyokBack @Alie_Fahnoor Ikutan perkuat data sistem, biar nga ada kebocoran lagi ???????? https://t.co/ikWMgEO1vN",positive,"@uyokback @alie_fahnoor ikutan perkuat data sistem, biar nga ada kebocoran lagi ???????? https://t.co/ikwmgeo1vn", ikutan perkuat data sistem  biar nga ada kebocoran lagi          ,"['ikutan', 'perkuat', 'data', 'sistem', 'biar', 'nga', 'ada', 'kebocoran', 'lagi']","['ikutan', 'perkuat', 'data', 'sistem', 'nga', 'kebocoran']","['ikut', 'kuat', 'data', 'sistem', 'nga', 'bocor']","@ U y o k B a c k   @ A l i e _ F a h n o o r   I k u t a n   p e r k u a t   d a t a   s i s t e m ,   b i a r   n g a   a d a   k e b o c o r a n   l a g i   ? ? ? ? ? ? ? ?   h t t p s : / / t . c o / i k W M g E O 1 v N"
"Pemuda yang ditangkap di Madiun terkait ""hacker"" Bjorka kini ditetapkan menjadi tersangka. * #Bjorka #Madiun #KebocoranData #JernihMelihatDunia

Baca selengkapnya di sini: https://t.co/XLFt06lx5Q https://t.co/vBadXsh6dp",positive,"pemuda yang ditangkap di madiun terkait ""hacker"" bjorka kini ditetapkan menjadi tersangka. * #bjorka #madiun #kebocorandata #jernihmelihatdunia

baca selengkapnya di sini: https://t.co/xlft06lx5q https://t.co/vbadxsh6dp",pemuda yang ditangkap di madiun terkait  hacker  bjorka kini ditetapkan menjadi tersangka    bjorka madiun kebocorandata jernihmelihatdunia baca selengkapnya di sini  ,"['pemuda', 'yang', 'ditangkap', 'di', 'madiun', 'terkait', 'hacker', 'bjorka', 'kini', 'ditetapkan', 'menjadi', 'tersangka', 'bjorka', 'madiun', 'kebocorandata', 'jernihmelihatdunia', 'baca', 'selengkapnya', 'di', 'sini']","['pemuda', 'ditangkap', 'madiun', 'terkait', 'hacker', 'bjorka', 'ditetapkan', 'tersangka', 'bjorka', 'madiun', 'kebocorandata', 'jernihmelihatdunia', 'baca', 'selengkapnya']","['pemuda', 'tangkap', 'madiun', 'kait', 'hacker', 'bjorka', 'tetap', 'sangka', 'bjorka', 'madiun', 'kebocorandata', 'jernihmelihatdunia', 'baca', 'lengkap']","P e m u d a   y a n g   d i t a n g k a p   d i   M a d i u n   t e r k a i t   "" h a c k e r ""   B j o r k a   k i n i   d i t e t a p k a n   m e n j a d i   t e r s a n g k a .   *   # B j o r k a   # M a d i u n   # K e b o c o r a n D a t a   # J e r n i h M e l i h a t D u n i a 
 
 B a c a   s e l e n g k a p n y a   d i   s i n i :   h t t p s : / / t . c o / X L F t 0 6 l x 5 Q   h t t p s : / / t . c o / v B a d X s h 6 d p"
"Kebocoran Data Marak Terjadi, Berikut Tips Aman dari Kebocoran?ÿData https://t.co/6pyCuelIHI",positive,"kebocoran data marak terjadi, berikut tips aman dari kebocoran?ÿdata https://t.co/6pycuelihi",kebocoran data marak terjadi  berikut tips aman dari kebocoran  data ,"['kebocoran', 'data', 'marak', 'terjadi', 'berikut', 'tips', 'aman', 'dari', 'kebocoran', 'data']","['kebocoran', 'data', 'marak', 'tips', 'aman', 'kebocoran', 'data']","['bocor', 'data', 'marak', 'tips', 'aman', 'bocor', 'data']","K e b o c o r a n   D a t a   M a r a k   T e r j a d i ,   B e r i k u t   T i p s   A m a n   d a r i   K e b o c o r a n ? ÿ D a t a   h t t p s : / / t . c o / 6 p y C u e l I H I"
Data aman ga ada kebocoran data. Data aman ga ada kebocoran data. Data aman ga ada kebocoran data https://t.co/TkDfo1oLTN,positive,data aman ga ada kebocoran data. data aman ga ada kebocoran data. data aman ga ada kebocoran data https://t.co/tkdfo1oltn,data aman ga ada kebocoran data  data aman ga ada kebocoran data  data aman ga ada kebocoran data ,"['data', 'aman', 'ga', 'ada', 'kebocoran', 'data', 'data', 'aman', 'ga', 'ada', 'kebocoran', 'data', 'data', 'aman', 'ga', 'ada', 'kebocoran', 'data']","['data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data']","['data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data']",D a t a   a m a n   g a   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   g a   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   g a   a d a   k e b o c o r a n   d a t a   h t t p s : / / t . c o / T k D f o 1 o L T N
Data aman g ad kebocoran data. Data aman g ad kebocoran data. Data aman g ad kebocoran data https://t.co/VEeRChVtPH,positive,data aman g ad kebocoran data. data aman g ad kebocoran data. data aman g ad kebocoran data https://t.co/veerchvtph,data aman g ad kebocoran data  data aman g ad kebocoran data  data aman g ad kebocoran data ,"['data', 'aman', 'g', 'ad', 'kebocoran', 'data', 'data', 'aman', 'g', 'ad', 'kebocoran', 'data', 'data', 'aman', 'g', 'ad', 'kebocoran', 'data']","['data', 'aman', 'g', 'ad', 'kebocoran', 'data', 'data', 'aman', 'g', 'ad', 'kebocoran', 'data', 'data', 'aman', 'g', 'ad', 'kebocoran', 'data']","['data', 'aman', 'g', 'ad', 'bocor', 'data', 'data', 'aman', 'g', 'ad', 'bocor', 'data', 'data', 'aman', 'g', 'ad', 'bocor', 'data']",D a t a   a m a n   g   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   g   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   g   a d   k e b o c o r a n   d a t a   h t t p s : / / t . c o / V E e R C h V t P H
Data aman enggak ada kebocoran data. Data aman enggak ada kebocoran data. Data aman enggak ada kebocoran data https://t.co/k4xgzOxNmg,positive,data aman enggak ada kebocoran data. data aman enggak ada kebocoran data. data aman enggak ada kebocoran data https://t.co/k4xgzoxnmg,data aman enggak ada kebocoran data  data aman enggak ada kebocoran data  data aman enggak ada kebocoran data ,"['data', 'aman', 'enggak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'enggak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'enggak', 'ada', 'kebocoran', 'data']","['data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data']","['data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data']",D a t a   a m a n   e n g g a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   e n g g a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   e n g g a k   a d a   k e b o c o r a n   d a t a   h t t p s : / / t . c o / k 4 x g z O x N m g
Data aman endak ada kebocoran data. Data aman endak ada kebocoran data. Data aman endak ada kebocoran data https://t.co/1Uw1EKdgzX,positive,data aman endak ada kebocoran data. data aman endak ada kebocoran data. data aman endak ada kebocoran data https://t.co/1uw1ekdgzx,data aman endak ada kebocoran data  data aman endak ada kebocoran data  data aman endak ada kebocoran data ,"['data', 'aman', 'endak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'endak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'endak', 'ada', 'kebocoran', 'data']","['data', 'aman', 'endak', 'kebocoran', 'data', 'data', 'aman', 'endak', 'kebocoran', 'data', 'data', 'aman', 'endak', 'kebocoran', 'data']","['data', 'aman', 'endak', 'bocor', 'data', 'data', 'aman', 'endak', 'bocor', 'data', 'data', 'aman', 'endak', 'bocor', 'data']",D a t a   a m a n   e n d a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   e n d a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   e n d a k   a d a   k e b o c o r a n   d a t a   h t t p s : / / t . c o / 1 U w 1 E K d g z X
Data aman dak ad kebocoran data. Data aman dak ad kebocoran data. Data aman dak ad kebocoran data https://t.co/S553DmFaIZ,positive,data aman dak ad kebocoran data. data aman dak ad kebocoran data. data aman dak ad kebocoran data https://t.co/s553dmfaiz,data aman dak ad kebocoran data  data aman dak ad kebocoran data  data aman dak ad kebocoran data ,"['data', 'aman', 'dak', 'ad', 'kebocoran', 'data', 'data', 'aman', 'dak', 'ad', 'kebocoran', 'data', 'data', 'aman', 'dak', 'ad', 'kebocoran', 'data']","['data', 'aman', 'dak', 'ad', 'kebocoran', 'data', 'data', 'aman', 'dak', 'ad', 'kebocoran', 'data', 'data', 'aman', 'dak', 'ad', 'kebocoran', 'data']","['data', 'aman', 'dak', 'ad', 'bocor', 'data', 'data', 'aman', 'dak', 'ad', 'bocor', 'data', 'data', 'aman', 'dak', 'ad', 'bocor', 'data']",D a t a   a m a n   d a k   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   d a k   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   d a k   a d   k e b o c o r a n   d a t a   h t t p s : / / t . c o / S 5 5 3 D m F a I Z
Data aman tak ada kebocoran data. Data aman tak ada kebocoran data. Data aman tak ada kebocoran data https://t.co/iDOOdku0ZB,positive,data aman tak ada kebocoran data. data aman tak ada kebocoran data. data aman tak ada kebocoran data https://t.co/idoodku0zb,data aman tak ada kebocoran data  data aman tak ada kebocoran data  data aman tak ada kebocoran data ,"['data', 'aman', 'tak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'tak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'tak', 'ada', 'kebocoran', 'data']","['data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data']","['data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data']",D a t a   a m a n   t a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   t a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   t a k   a d a   k e b o c o r a n   d a t a   h t t p s : / / t . c o / i D O O d k u 0 Z B
Data aman tidk ad kebocoran data. Data aman tidk ad kebocoran data. Data aman tidk ad kebocoran data https://t.co/YlsyichAoD,positive,data aman tidk ad kebocoran data. data aman tidk ad kebocoran data. data aman tidk ad kebocoran data https://t.co/ylsyichaod,data aman tidk ad kebocoran data  data aman tidk ad kebocoran data  data aman tidk ad kebocoran data ,"['data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data']","['data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data', 'data', 'aman', 'tidk', 'ad', 'kebocoran', 'data']","['data', 'aman', 'tidk', 'ad', 'bocor', 'data', 'data', 'aman', 'tidk', 'ad', 'bocor', 'data', 'data', 'aman', 'tidk', 'ad', 'bocor', 'data']",D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a .   D a t a   a m a n   t i d k   a d   k e b o c o r a n   d a t a   h t t p s : / / t . c o / Y l s y i c h A o D
Data aman tidak ada kebocoran data. Data aman tidak ada kebocoran data. Data aman tidak ada kebocoran data https://t.co/zNFPmm1C9i,positive,data aman tidak ada kebocoran data. data aman tidak ada kebocoran data. data aman tidak ada kebocoran data https://t.co/znfpmm1c9i,data aman tidak ada kebocoran data  data aman tidak ada kebocoran data  data aman tidak ada kebocoran data ,"['data', 'aman', 'tidak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'tidak', 'ada', 'kebocoran', 'data', 'data', 'aman', 'tidak', 'ada', 'kebocoran', 'data']","['data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data', 'data', 'aman', 'kebocoran', 'data']","['data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data', 'data', 'aman', 'bocor', 'data']",D a t a   a m a n   t i d a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   t i d a k   a d a   k e b o c o r a n   d a t a .   D a t a   a m a n   t i d a k   a d a   k e b o c o r a n   d a t a   h t t p s : / / t . c o / z N F P m m 1 C 9 i
"Heboh Kebocoran Data Gara-gara Hacker Bjorka, Simak 4 Tips Buat Password Medsos Agar Susah Dibobol
 
https://t.co/DTGkkb3BrH via @tribunjatim",positive,"heboh kebocoran data gara-gara hacker bjorka, simak 4 tips buat password medsos agar susah dibobol
 
https://t.co/dtgkkb3brh via @tribunjatim",heboh kebocoran data gara gara hacker bjorka  simak  tips buat password medsos agar susah dibobol via ,"['heboh', 'kebocoran', 'data', 'gara', 'gara', 'hacker', 'bjorka', 'simak', 'tips', 'buat', 'password', 'medsos', 'agar', 'susah', 'dibobol', 'via']","['heboh', 'kebocoran', 'data', 'gara', 'gara', 'hacker', 'bjorka', 'simak', 'tips', 'password', 'medsos', 'susah', 'dibobol', 'via']","['heboh', 'bocor', 'data', 'gara', 'gara', 'hacker', 'bjorka', 'simak', 'tips', 'password', 'medsos', 'susah', 'bobol', 'via']","H e b o h   K e b o c o r a n   D a t a   G a r a - g a r a   H a c k e r   B j o r k a ,   S i m a k   4   T i p s   B u a t   P a s s w o r d   M e d s o s   A g a r   S u s a h   D i b o b o l 
   
 h t t p s : / / t . c o / D T G k k b 3 B r H   v i a   @ t r i b u n j a t i m"
Anggota Komisi I DPR RI @cumarachel berharap dengan hadirnya Undang-Undang Perlindungan Data Pribadi (PDP) dapat melindungi kebocoran dan juga penyalahgunaan data masyarakat oleh oknum yang tidak bertanggungjawab. #SuaraGerindra https://t.co/WrV41mt2d1,positive,anggota komisi i dpr ri @cumarachel berharap dengan hadirnya undang-undang perlindungan data pribadi (pdp) dapat melindungi kebocoran dan juga penyalahgunaan data masyarakat oleh oknum yang tidak bertanggungjawab. #suaragerindra https://t.co/wrv41mt2d1,anggota komisi i dpr ri berharap dengan hadirnya undang undang perlindungan data pribadi  pdp  dapat melindungi kebocoran dan juga penyalahgunaan data masyarakat oleh oknum yang tidak bertanggungjawab  suaragerindra ,"['anggota', 'komisi', 'i', 'dpr', 'ri', 'berharap', 'dengan', 'hadirnya', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'pdp', 'dapat', 'melindungi', 'kebocoran', 'dan', 'juga', 'penyalahgunaan', 'data', 'masyarakat', 'oleh', 'oknum', 'yang', 'tidak', 'bertanggungjawab', 'suaragerindra']","['anggota', 'komisi', 'i', 'dpr', 'ri', 'berharap', 'hadirnya', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'pdp', 'melindungi', 'kebocoran', 'penyalahgunaan', 'data', 'masyarakat', 'oknum', 'bertanggungjawab', 'suaragerindra']","['anggota', 'komisi', 'i', 'dpr', 'ri', 'harap', 'hadir', 'undang', 'undang', 'lindung', 'data', 'pribadi', 'pdp', 'lindung', 'bocor', 'penyalahgunaan', 'data', 'masyarakat', 'oknum', 'bertanggungjawab', 'suaragerindra']",A n g g o t a   K o m i s i   I   D P R   R I   @ c u m a r a c h e l   b e r h a r a p   d e n g a n   h a d i r n y a   U n d a n g - U n d a n g   P e r l i n d u n g a n   D a t a   P r i b a d i   ( P D P )   d a p a t   m e l i n d u n g i   k e b o c o r a n   d a n   j u g a   p e n y a l a h g u n a a n   d a t a   m a s y a r a k a t   o l e h   o k n u m   y a n g   t i d a k   b e r t a n g g u n g j a w a b .   # S u a r a G e r i n d r a   h t t p s : / / t . c o / W r V 4 1 m t 2 d 1
"@sociotalker Geram bgt anjir sama kebocoran data, fakkk lah. Gatau apa bnyk yg aware bgt jagain datanya biar ttp aman. Knp sih negeri ini bnyk org yg ga ahli tp bisa menjabat disuatu konsitusi, ayo kasih chance ke yg lebih muda, apalagi soal teknologi gin",positive,"@sociotalker geram bgt anjir sama kebocoran data, fakkk lah. gatau apa bnyk yg aware bgt jagain datanya biar ttp aman. knp sih negeri ini bnyk org yg ga ahli tp bisa menjabat disuatu konsitusi, ayo kasih chance ke yg lebih muda, apalagi soal teknologi gin", geram bgt anjir sama kebocoran data  fakkk lah  gatau apa bnyk yg aware bgt jagain datanya biar ttp aman  knp sih negeri ini bnyk org yg ga ahli tp bisa menjabat disuatu konsitusi  ayo kasih chance ke yg lebih muda  apalagi soal teknologi gin,"['geram', 'bgt', 'anjir', 'sama', 'kebocoran', 'data', 'fakkk', 'lah', 'gatau', 'apa', 'bnyk', 'yg', 'aware', 'bgt', 'jagain', 'datanya', 'biar', 'ttp', 'aman', 'knp', 'sih', 'negeri', 'ini', 'bnyk', 'org', 'yg', 'ga', 'ahli', 'tp', 'bisa', 'menjabat', 'disuatu', 'konsitusi', 'ayo', 'kasih', 'chance', 'ke', 'yg', 'lebih', 'muda', 'apalagi', 'soal', 'teknologi', 'gin']","['geram', 'bgt', 'anjir', 'kebocoran', 'data', 'fakkk', 'gatau', 'bnyk', 'aware', 'bgt', 'jagain', 'datanya', 'ttp', 'aman', 'knp', 'negeri', 'bnyk', 'org', 'ahli', 'tp', 'menjabat', 'disuatu', 'konsitusi', 'ayo', 'kasih', 'chance', 'muda', 'teknologi', 'gin']","['geram', 'bgt', 'anjir', 'bocor', 'data', 'fakkk', 'gatau', 'bnyk', 'aware', 'bgt', 'jagain', 'data', 'ttp', 'aman', 'knp', 'negeri', 'bnyk', 'org', 'ahli', 'tp', 'jabat', 'suatu', 'konsitusi', 'ayo', 'kasih', 'chance', 'muda', 'teknologi', 'gin']","@ s o c i o t a l k e r   G e r a m   b g t   a n j i r   s a m a   k e b o c o r a n   d a t a ,   f a k k k   l a h .   G a t a u   a p a   b n y k   y g   a w a r e   b g t   j a g a i n   d a t a n y a   b i a r   t t p   a m a n .   K n p   s i h   n e g e r i   i n i   b n y k   o r g   y g   g a   a h l i   t p   b i s a   m e n j a b a t   d i s u a t u   k o n s i t u s i ,   a y o   k a s i h   c h a n c e   k e   y g   l e b i h   m u d a ,   a p a l a g i   s o a l   t e k n o l o g i   g i n"
